;Frechet distance;Metabolite;Vendor-defined super-pathway;Vendor-defined sub-pathway;Fluid;Platform;KEGG;HMDB;ID;labels
1465;2,8821;guanidinosuccinate;Amino Acids;Guanidino and Acetamido Metabolism;Urine;Metabolon HD4 [nt-ms];C03139;HMDB03157;2090830;guanidinosuccinate [U, nt-ms]
1466;2,8869;M129;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080465;M129 [BA, PTRMS]
1467;2,8982;N-acetylaspartate (NAA);Amino Acids;Alanine and Aspartate Metabolism;Urine;Metabolon HD4 [nt-ms];C01042;HMDB00812;2090913;N-acetylaspartate (NAA) [U, nt-ms]
1468;2,9163;N1-Methyl-2-pyridone-5-carboxamide;Cofactors and Vitamins;Nicotinate and Nicotinamide Metabolism;Urine;Metabolon HD4 [nt-ms];C05842;HMDB04193;2090898;N1-Methyl-2-pyridone-5-carboxamide [U, nt-ms]
1469;2,9166;2-hydroxyisobutyrate;Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Urine;Chenomx [NMR];NA;NA;2070029;2-hydroxyisobutyrate [U, NMR]
1470;2,9241;5,6-dihydrouracil;Nucleotides;Pyrimidine Metabolism, Uracil containing;Urine;Metabolon HD4 [nt-ms];C00429;HMDB00076;2090643;5,6-dihydrouracil [U, nt-ms]
1471;2,9495;M85;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080427;M85 [BA, PTRMS]
1472;2,9757;M74;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080417;M74 [BA, PTRMS]
1473;2,9866;M102;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080443;M102 [BA, PTRMS]
1474;3,0458;M103;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080444;M103 [BA, PTRMS]
1475;3,0476;M86;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080428;M86 [BA, PTRMS]
1476;3,0943;M123;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080461;M123 [BA, PTRMS]
1477;3,1057;M115;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080455;M115 [BA, PTRMS]
1478;3,1187;succinate;Energy;TCA Cycle;Plasma;Metabolon HD4 [nt-ms];C00042;HMDB00254;1091028;succinate [P, nt-ms]
1479;3,1431;sucrose-6-phosphate;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2091281;sucrose-6-phosphate [U, nt-ms]
1480;3,1696;M127;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080464;M127 [BA, PTRMS]
1481;3,1923;3-hydroxypropanoate;Lipids;Fatty Acid, Monohydroxy;Plasma;Metabolon HD4 [nt-ms];C01013;HMDB00700;1090603;3-hydroxypropanoate [P, nt-ms]
1482;3,2037;M101;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080442;M101 [BA, PTRMS]
1483;3,2173;ferulic acid 4-sulfate;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;HMDB29200;1090776;ferulic acid 4-sulfate [P, nt-ms]
1484;3,2983;M100;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080441;M100 [BA, PTRMS]
1485;3,3226;M131;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080466;M131 [BA, PTRMS]
1486;3,3568;M99;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080440;M99 [BA, PTRMS]
1487;3,3937;M113;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080453;M113 [BA, PTRMS]
1488;3,5606;TAG49:3-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021458;TAG49:3-FA15:0 [P, Lipidyzer]
1489;3,6207;TAG49:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021456;TAG49:2-FA18:1 [P, Lipidyzer]
1490;3,7104;TAG49:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021461;TAG49:3-FA18:2 [P, Lipidyzer]
1491;3,8673;TAG49:3-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021460;TAG49:3-FA16:1 [P, Lipidyzer]
1492;4,0431;TAG49:2-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021454;TAG49:2-FA16:1 [P, Lipidyzer]
1493;4,1679;TAG49:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021450;TAG49:1-FA18:1 [P, Lipidyzer]
1494;4,3007;TAG48:2-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021415;TAG48:2-FA14:0 [P, Lipidyzer]
1495;4,3839;TAG52:5-FA20:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021588;TAG52:5-FA20:3 [P, Lipidyzer]
1496;4,4004;TAG47:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021398;TAG47:1-FA18:1 [P, Lipidyzer]
1497;4,4264;TAG49:1-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021448;TAG49:1-FA16:1 [P, Lipidyzer]
1498;4,4293;TAG49:2-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021453;TAG49:2-FA16:0 [P, Lipidyzer]
1499;4,4438;TAG51:4-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021532;TAG51:4-FA16:1 [P, Lipidyzer]
1500;4,4446;TAG48:3-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021426;TAG48:3-FA16:1 [P, Lipidyzer]
1501;4,4646;TAG48:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021421;TAG48:2-FA18:2 [P, Lipidyzer]
1502;4,5538;TAG48:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021413;TAG48:1-FA18:1 [P, Lipidyzer]
1503;4,5635;TAG49:3-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021459;TAG49:3-FA16:0 [P, Lipidyzer]
1504;4,5706;TAG51:3-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021525;TAG51:3-FA16:1 [P, Lipidyzer]
1505;4,6008;TAG52:4-FA20:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021577;TAG52:4-FA20:2 [P, Lipidyzer]
1506;4,6017;TAG48:1-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021408;TAG48:1-FA14:0 [P, Lipidyzer]
1507;4,6512;TAG48:3-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021423;TAG48:3-FA14:0 [P, Lipidyzer]
1508;4,66;TAG49:1-FA17:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021449;TAG49:1-FA17:0 [P, Lipidyzer]
1509;4,688;TAG47:1-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021394;TAG47:1-FA15:0 [P, Lipidyzer]
1510;4,6938;TAG49:2-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021452;TAG49:2-FA15:0 [P, Lipidyzer]
1511;4,7369;TAG51:2-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021518;TAG51:2-FA16:1 [P, Lipidyzer]
1512;4,7924;TAG48:2-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021417;TAG48:2-FA16:0 [P, Lipidyzer]
1513;4,855;TAG48:3-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021425;TAG48:3-FA16:0 [P, Lipidyzer]
1514;4,8574;TAG52:3-FA20:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021566;TAG52:3-FA20:2 [P, Lipidyzer]
1515;4,8664;TAG48:2-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021418;TAG48:2-FA16:1 [P, Lipidyzer]
1516;4,8821;TAG49:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021457;TAG49:2-FA18:2 [P, Lipidyzer]
1517;4,9208;TAG52:4-FA20:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021578;TAG52:4-FA20:3 [P, Lipidyzer]
1518;4,9442;TAG47:0-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021391;TAG47:0-FA16:0 [P, Lipidyzer]
1519;4,9548;TAG48:0-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021404;TAG48:0-FA14:0 [P, Lipidyzer]
1520;4,9558;TAG46:2-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021374;TAG46:2-FA14:0 [P, Lipidyzer]
1521;4,9814;TAG46:1-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021367;TAG46:1-FA14:0 [P, Lipidyzer]
1522;5,0551;TAG49:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021447;TAG49:1-FA16:0 [P, Lipidyzer]
1523;5,0799;TAG52:3-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021557;TAG52:3-FA14:0 [P, Lipidyzer]
1524;5,0819;TAG47:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021395;TAG47:1-FA16:0 [P, Lipidyzer]
1525;5,1555;TAG46:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021372;TAG46:1-FA18:1 [P, Lipidyzer]
1526;5,1745;TAG49:1-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021446;TAG49:1-FA15:0 [P, Lipidyzer]
1527;5,238;TAG48:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021420;TAG48:2-FA18:1 [P, Lipidyzer]
1528;5,2409;TAG50:3-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021485;TAG50:3-FA18:1 [P, Lipidyzer]
1529;5,2432;TAG48:4-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021434;TAG48:4-FA16:1 [P, Lipidyzer]
1530;5,2536;TAG48:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021428;TAG48:3-FA18:2 [P, Lipidyzer]
1531;5,2747;TAG46:2-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021377;TAG46:2-FA16:1 [P, Lipidyzer]
1532;5,2893;TAG46:2-FA12:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021373;TAG46:2-FA12:0 [P, Lipidyzer]
1533;5,3;TAG46:1-FA12:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021366;TAG46:1-FA12:0 [P, Lipidyzer]
1534;5,3246;TAG49:2-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021451;TAG49:2-FA14:0 [P, Lipidyzer]
1535;5,3504;TAG48:1-FA14:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021409;TAG48:1-FA14:1 [P, Lipidyzer]
1536;5,3597;TAG50:1-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021466;TAG50:1-FA14:0 [P, Lipidyzer]
1537;5,3774;TAG49:1-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021445;TAG49:1-FA14:0 [P, Lipidyzer]
1538;5,3917;TAG48:3-FA14:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021424;TAG48:3-FA14:1 [P, Lipidyzer]
1539;5,4219;TAG52:6-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021600;TAG52:6-FA22:6 [P, Lipidyzer]
1540;5,4366;TAG51:3-FA17:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021526;TAG51:3-FA17:0 [P, Lipidyzer]
1541;5,4412;TAG48:2-FA14:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021416;TAG48:2-FA14:1 [P, Lipidyzer]
1542;5,4537;TAG47:2-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021400;TAG47:2-FA15:0 [P, Lipidyzer]
1543;5,468;TAG48:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021410;TAG48:1-FA16:0 [P, Lipidyzer]
1544;5,5023;TAG47:1-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021393;TAG47:1-FA14:0 [P, Lipidyzer]
1545;5,5029;TAG48:1-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021412;TAG48:1-FA18:0 [P, Lipidyzer]
1546;5,5074;TAG50:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021477;TAG50:2-FA18:1 [P, Lipidyzer]
1547;5,5079;PC(16:0/14:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021953;PC(16:0/14:0) [P, Lipidyzer]
1548;5,527;TAG46:2-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021376;TAG46:2-FA16:0 [P, Lipidyzer]
1549;5,5528;TAG44:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021346;TAG44:1-FA16:0 [P, Lipidyzer]
1550;5,5752;TAG50:1-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021469;TAG50:1-FA18:0 [P, Lipidyzer]
1551;5,5847;TAG50:2-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021476;TAG50:2-FA18:0 [P, Lipidyzer]
1552;5,6017;TAG54:2-FA20:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021651;TAG54:2-FA20:2 [P, Lipidyzer]
1553;5,6182;TAG50:3-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021483;TAG50:3-FA16:1 [P, Lipidyzer]
1554;5,6186;TAG50:4-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021492;TAG50:4-FA16:1 [P, Lipidyzer]
1555;5,6245;TAG52:1-FA20:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021546;TAG52:1-FA20:0 [P, Lipidyzer]
1556;5,634;TAG50:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021486;TAG50:3-FA18:2 [P, Lipidyzer]
1557;5,6443;TAG46:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021369;TAG46:1-FA16:0 [P, Lipidyzer]
1558;5,6615;TAG52:4-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021569;TAG52:4-FA14:0 [P, Lipidyzer]
1559;5,6662;TAG50:4-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021494;TAG50:4-FA18:2 [P, Lipidyzer]
1560;5,687;TAG49:0-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021442;TAG49:0-FA16:0 [P, Lipidyzer]
1561;5,736;TAG46:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021379;TAG46:2-FA18:2 [P, Lipidyzer]
1562;5,7838;TAG50:2-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021472;TAG50:2-FA14:0 [P, Lipidyzer]
1563;5,8015;TAG52:2-FA20:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021556;TAG52:2-FA20:2 [P, Lipidyzer]
1564;5,8021;TAG48:4-FA14:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021432;TAG48:4-FA14:1 [P, Lipidyzer]
1565;5,8158;TAG52:5-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021582;TAG52:5-FA14:0 [P, Lipidyzer]
1566;5,8852;TAG50:3-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021480;TAG50:3-FA14:0 [P, Lipidyzer]
1567;5,9348;TAG49:0-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021441;TAG49:0-FA15:0 [P, Lipidyzer]
1568;5,9545;TAG47:0-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021390;TAG47:0-FA15:0 [P, Lipidyzer]
1569;5,9841;TAG52:2-FA20:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021555;TAG52:2-FA20:1 [P, Lipidyzer]
1570;6,0827;TAG51:0-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021510;TAG51:0-FA18:0 [P, Lipidyzer]
1571;6,0839;TAG48:3-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021429;TAG48:3-FA18:3 [P, Lipidyzer]
1572;6,1261;TAG48:0-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021406;TAG48:0-FA18:0 [P, Lipidyzer]
1573;6,1887;TAG52:2-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021548;TAG52:2-FA14:0 [P, Lipidyzer]
1574;6,1917;TAG51:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021528;TAG51:3-FA18:2 [P, Lipidyzer]
1575;6,2037;TAG50:2-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021475;TAG50:2-FA16:1 [P, Lipidyzer]
1576;6,2065;TAG51:0-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021508;TAG51:0-FA16:0 [P, Lipidyzer]
1577;6,2084;TAG49:2-FA17:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021455;TAG49:2-FA17:0 [P, Lipidyzer]
1578;6,2108;TAG49:0-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021444;TAG49:0-FA18:0 [P, Lipidyzer]
1579;6,2763;TAG50:1-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021468;TAG50:1-FA16:1 [P, Lipidyzer]
1580;6,2877;TAG51:2-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021517;TAG51:2-FA16:0 [P, Lipidyzer]
1581;6,306;TAG48:4-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021433;TAG48:4-FA16:0 [P, Lipidyzer]
1582;6,3362;TAG51:1-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021514;TAG51:1-FA18:0 [P, Lipidyzer]
1583;6,3579;TAG51:2-FA17:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021519;TAG51:2-FA17:0 [P, Lipidyzer]
1584;6,3882;TAG51:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021521;TAG51:2-FA18:1 [P, Lipidyzer]
1585;6,3925;TAG54:3-FA20:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021659;TAG54:3-FA20:2 [P, Lipidyzer]
1586;6,4083;TAG52:3-FA20:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021565;TAG52:3-FA20:1 [P, Lipidyzer]
1587;6,4128;TAG52:7-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021601;TAG52:7-FA16:0 [P, Lipidyzer]
1588;6,4358;TAG44:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021348;TAG44:1-FA18:1 [P, Lipidyzer]
1589;6,4523;TAG48:3-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021427;TAG48:3-FA18:1 [P, Lipidyzer]
1590;6,459;TAG46:1-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021370;TAG46:1-FA16:1 [P, Lipidyzer]
1591;6,4839;TAG51:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021515;TAG51:1-FA18:1 [P, Lipidyzer]
1592;6,5494;TAG49:3-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021462;TAG49:3-FA18:3 [P, Lipidyzer]
1593;6,5531;TAG50:5-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021501;TAG50:5-FA16:1 [P, Lipidyzer]
1594;6,5798;TAG54:4-FA20:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021668;TAG54:4-FA20:2 [P, Lipidyzer]
1595;6,5883;TAG52:7-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021604;TAG52:7-FA22:6 [P, Lipidyzer]
1596;6,5949;TAG44:0-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021341;TAG44:0-FA16:0 [P, Lipidyzer]
1597;6,5977;TAG52:7-FA20:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021603;TAG52:7-FA20:5 [P, Lipidyzer]
1598;6,6602;TAG46:0-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021363;TAG46:0-FA14:0 [P, Lipidyzer]
1599;6,7384;TAG54:5-FA22:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021684;TAG54:5-FA22:4 [P, Lipidyzer]
1600;6,7576;DAG(16:1/18:1);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021870;DAG(16:1/18:1) [P, Lipidyzer]
1601;6,7652;TAG47:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021402;TAG47:2-FA18:1 [P, Lipidyzer]
1602;6,7771;TAG50:4-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021495;TAG50:4-FA18:3 [P, Lipidyzer]
1603;6,7965;PC(14:0/18:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021933;PC(14:0/18:2) [P, Lipidyzer]
1604;6,8031;TAG51:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021522;TAG51:2-FA18:2 [P, Lipidyzer]
1605;6,8087;TAG47:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021403;TAG47:2-FA18:2 [P, Lipidyzer]
1606;6,8449;TAG52:1-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021543;TAG52:1-FA16:1 [P, Lipidyzer]
1607;6,8712;TAG51:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021512;TAG51:1-FA16:0 [P, Lipidyzer]
1608;6,8974;TAG52:6-FA20:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021599;TAG52:6-FA20:5 [P, Lipidyzer]
1609;6,9106;TAG51:2-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021520;TAG51:2-FA18:0 [P, Lipidyzer]
1610;6,9283;TAG49:0-FA17:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021443;TAG49:0-FA17:0 [P, Lipidyzer]
1611;6,9732;DAG(14:0/18:1);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021847;DAG(14:0/18:1) [P, Lipidyzer]
1612;7,0192;TAG46:0-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021364;TAG46:0-FA16:0 [P, Lipidyzer]
1613;7,0217;TAG50:4-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021489;TAG50:4-FA14:0 [P, Lipidyzer]
1614;7,0279;TAG52:6-FA14:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021592;TAG52:6-FA14:0 [P, Lipidyzer]
1615;7,0399;TAG48:2-FA12:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021414;TAG48:2-FA12:0 [P, Lipidyzer]
1616;7,0612;TAG50:4-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021497;TAG50:4-FA20:4 [P, Lipidyzer]
1617;7,0818;TAG47:1-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021396;TAG47:1-FA16:1 [P, Lipidyzer]
1618;7,0891;TAG48:3-FA12:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021422;TAG48:3-FA12:0 [P, Lipidyzer]
1619;7,1346;TAG51:1-FA15:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021511;TAG51:1-FA15:0 [P, Lipidyzer]
1620;7,1436;TAG48:1-FA16:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021411;TAG48:1-FA16:1 [P, Lipidyzer]
1621;7,1698;TAG46:2-FA14:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021375;TAG46:2-FA14:1 [P, Lipidyzer]
1622;7,1926;TAG48:4-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021436;TAG48:4-FA18:2 [P, Lipidyzer]
1623;7,2001;TAG54:7-FA22:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021702;TAG54:7-FA22:5 [P, Lipidyzer]
