metabolite,biochemical,platform_name,id,fluid,matched,name,sid,chebi,swisslipids,hmdb,lipidmaps,pubchem,chebi_name,swisslipids_name,hmdb_name,lipidmaps_name,IUPAC,InchiKey,chebi_synonyms,swisslipids_synonyms,lipidmaps_synonyms
"""2-methylmalonyl carnitine""","""2-methylmalonyl carnitine""","""Metabolon HD4 [nt-ms]""","""35482 LC/MS Pos Early""","""urine""",true,"[""2-methylmalonyl carnitine""]","[""35482_lcmspos"", ""35482_lcmsposearly""]","[""CHEBI:73031""]",[],"[""HMDB0240781""]","[""LMFA07070094""]","[""71464478""]","[""O-methylmalonylcarnitine""]",[],"[""O-Methylmalonylcarnitine""]","[""O-methylmalonylcarnitine""]","[""3-[(2-carboxypropanoyl)oxy]-4-(trimethylazaniumyl)butanoate""]","[""XROYFEWIXXCPAW-UHFFFAOYSA-N""]","[""O-methylmalonylcarnitine"", [""3-[(2-carboxypropanoyl)oxy]-4-(trimethylazaniumyl)butanoate"", ""3-[(2-carboxypropanoyl)oxy]-4-(trimethylammonio)butanoate"", ""2-methylmalonylcarnitine"", ""2-methylmalonyl-D-carnitine"", ""2-methylmalonyl carnitine"", ""methylmalonylcarnitine""]]",[],"[""O-methylmalonylcarnitine"", ""3-[(2-carboxypropanoyl)oxy]-4-(trimethylammonio)butanoate""]"
"""2-oxindole-3-acetate""","""2-oxindole-3-acetate""","""Metabolon HD4 [nt-ms]""","""40479 LC/MS Neg""","""urine""",true,"[""2-oxindole-3-acetate""]","[""40479_lcmspos"", ""40479_lcmsneg""]","[""CHEBI:133221""]",[],"[""HMDB0035514""]",[],"[""3080590""]","[""2-oxindole-3-acetic acid""]",[],"[""xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid""]",[],"[""(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid""]","[""ILGMGHZPXRDCCS-UHFFFAOYSA-N""]","[""2-oxindole-3-acetic acid"", [""oxindole-3-acetic acid"", ""(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid"", ""2-oxindol-3-yl-acetic acid""]]",[],[]
"""2-oxo-1-pyrrolidinepropionate""","""2-oxo-1-pyrrolidinepropionate""","""Metabolon HD4 [nt-ms]""","""40452 LC/MS Pos Early""","""urine""",true,"[""2-oxo-1-pyrrolidinepropionate""]","[""40452_unknown"", ""40452_lcmsposearly""]",[],[],[],[],"[""3146688""]",[],[],[],[],[],[],[],[],[]
"""2-oxoadipate""","""2-oxoadipate""","""Metabolon HD4 [nt-ms]""","""38347 LC/MS Polar""","""urine""",true,"[""2-oxoadipate""]","[""38347_unknown"", ""38347_lcmspolar""]","[""CHEBI:15753""]",[],"[""HMDB0000225""]","[""LMFA01170121""]","[""71""]","[""2-oxoadipic acid""]",[],"[""Oxoadipic acid""]","[""Oxoadipic acid""]","[""2-oxohexanedioic acid""]","[""FGSBNBBHOZHUBO-UHFFFAOYSA-N""]","[""2-oxoadipic acid"", [""2-Oxoadipic acid"", ""2-oxohexanedioic acid"", ""2-ketoadipic acid"", ""2-oxo-hexanedioic acid"", ""alpha-oxoadipic acid"", ""alpha-ketoadipic acid""]]",[],"[""Oxoadipic acid""]"
"""2-piperidinone""","""2-piperidinone""","""Metabolon HD4 [nt-ms]""","""43400 LC/MS Pos Early""","""urine""",true,"[""2-piperidinone""]","[""43400_gcms"", ""43400_lcmspos"", ""43400_lcmsposearly""]","[""CHEBI:77761""]",[],"[""HMDB0011749""]",[],"[""12665""]","[""piperidin-2-one""]",[],"[""2-Piperidinone""]",[],"[""piperidin-2-one""]","[""XUWHAWMETYGRKB-UHFFFAOYSA-N""]","[""piperidin-2-one"", [""piperidone"", ""piperidinone"", ""piperidin-2-one"", ""alpha-piperidone"", ""5-pentanolactam"", ""delta-valerolactam"", ""piperidone-2"", ""Piperidon"", ""2-oxopiperidine"", ""2-oxo-piperidine""]]",[],[]
"""2,3-dihydroxyisovalerate""","""2,3-dihydroxyisovalerate""","""Metabolon HD4 [nt-ms]""","""38276 LC/MS Polar""","""urine""",true,"[""2,3-dihydroxyisovalerate""]","[""38276_gcms"", ""38276_lcmspolar""]","[""CHEBI:15689""]",[],"[""HMDB0012141""]",[],[],"[""2,3-dihydroxy-3-methylbutanoic acid""]",[],"[""(R)-2,3-Dihydroxy-isovalerate""]",[],"[""2,3-dihydroxy-3-methylbutanoic acid""]","[""JTEYKUFKXGDTEU-UHFFFAOYSA-N""]","[""2,3-dihydroxy-3-methylbutanoic acid"", [""2,3-Dihydroxy-isovaleric acid"", ""2,3-dihydroxy-3-methylbutanoic acid"", ""alpha,beta-Dihydroxyisovaleric acid"", ""2,3-dihydroxy-3-methylbutyric acid""]]",[],[]
"""2,3-dihydroxypyridine""","""2,3-dihydroxypyridine""","""Metabolon HD4 [nt-ms]""","""21132 LC/MS Pos Early""","""urine""",true,"[""2,3-dihydroxypyridine""]","[""21132_lcmsposearly""]","[""CHEBI:131454""]",[],"[""HMDB0245397""]",[],"[""28115""]","[""pyridine-2,3-diol""]",[],"[""2,3-Dihydroxypyridine""]",[],"[""3-hydroxypyridin-2(1H)-one""]","[""GGOZGYRTNQBSSA-UHFFFAOYSA-N""]","[""pyridine-2,3-diol"", [""2,3-Dihydroxypyridine"", ""2,3-Pyridinediol"", ""3-hydroxypyridin-2(1H)-one"", ""3-Hydroxy-2-pyridone""]]",[],[]
"""2,4,6-trihydroxybenzoate""","""2,4,6-trihydroxybenzoate""","""Metabolon HD4 [nt-ms]""","""35892 LC/MS Neg""","""urine""",true,"[""2,4,6-trihydroxybenzoate""]","[""35892_unknown"", ""35892_lcmsneg""]","[""CHEBI:165217""]",[],"[""HMDB0029649""]",[],"[""66520""]","[""2,4,6-Trihydroxybenzoic acid""]",[],"[""2,4,6-Trihydroxybenzoic acid""]",[],"[""2,4,6-trihydroxybenzoic acid""]","[""IBHWREHFNDMRPR-UHFFFAOYSA-N""]","[""2,4,6-Trihydroxybenzoic acid"", [""2,4,6-trihydroxybenzoic acid""]]",[],[]
"""2'-deoxyadenosine""","""2'-deoxyadenosine""","""Metabolon HD4 [nt-ms]""","""1553 LC/MS Pos Early""","""urine""",true,"[""2'-deoxyadenosine""]","[""1553_unknown"", ""1553_lcmsposearly""]","[""CHEBI:17256""]",[],"[""HMDB0000101""]",[],"[""13730""]","[""2'-deoxyadenosine""]",[],"[""Deoxyadenosine""]",[],"[""2'-deoxyadenosine""]","[""OLXZPDWKRNYJJZ-RRKCRQDMSA-N""]","[""2'-deoxyadenosine"", [""Deoxyadenosine"", ""2'-Deoxyadenosine"", ""2'-deoxyadenosine"", ""dA"", ""2'-deoxyadenosine"", ""(2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-2-(hydroxymethyl)tetrahydrofuran-3-ol"", ""9-(2-deoxy-beta-D-ribofuranosyl)-9H-purin-6-amine"", ""5-(6-AMINO-PURIN-9-YL)-2-HYDROXYMETHYL-TETRAHYDRO-FURAN-3-OL"", ""adenine deoxyribonucleoside"", ""9-(2-Deoxy-beta-D-erythro-pentofuranosyl)adenine"", ""adenyldeoxyriboside""]]",[],[]
"""2'-deoxyguanosine""","""2'-deoxyguanosine""","""Metabolon HD4 [nt-ms]""","""1411 LC/MS Neg""","""urine""",true,"[""2'-deoxyguanosine""]","[""1411_lcmspos"", ""1411_lcmsneg""]","[""CHEBI:17172""]",[],"[""HMDB0000085""]",[],"[""187790""]","[""2'-deoxyguanosine""]",[],"[""Deoxyguanosine""]",[],"[""2'-deoxyguanosine""]","[""YKBGVTZYEHREMT-KVQBGUIXSA-N""]","[""2'-deoxyguanosine"", [""Deoxyguanosine"", ""2'-Deoxyguanosine"", ""2'-deoxyguanosine"", ""dG"", ""2'-deoxyguanosine"", ""2'-deoxyguanosine"", ""2-amino-9-(2-deoxy-9-beta-D-ribofuranosyl)-9H-purin-6-ol"", ""guanine deoxy nucleoside"", ""9-(2-deoxy-beta-D-erythro-pentofuranosyl)-guanine""]]",[],[]
"""2'-deoxyinosine""","""2'-deoxyinosine""","""Metabolon HD4 [nt-ms]""","""15076 LC/MS Neg""","""urine""",true,"[""2'-deoxyinosine""]","[""15076_lcmsneg""]","[""CHEBI:28997""]",[],"[""HMDB0000071""]",[],"[""65058""]","[""2'-deoxyinosine""]",[],"[""Deoxyinosine""]",[],"[""9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-9H-purin-6-ol""]","[""VGONTNSXDCQUGY-RRKCRQDMSA-N""]","[""2'-deoxyinosine"", [""Deoxyinosine"", ""Deoxyinosine"", ""2'-deoxyinosine"", ""9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-9H-purin-6-ol"", ""9-(2-deoxy-beta-D-erythro-pentofuranosyl)-9H-purin-6-ol"", ""2'-deoxyinosine""]]",[],[]
"""21-hydroxypregnenolone disulfate""","""21-hydroxypregnenolone disulfate""","""Metabolon HD4 [nt-ms]""","""46115 LC/MS Neg""","""urine""",true,"[""21-hydroxypregnenolone disulfate""]","[""46115_lcmsneg""]","[""CHEBI:133695""]",[],"[""HMDB0242133""]",[],"[""134595""]","[""21-hydroxypregnenolone disulfate""]",[],"[""Pregnenolone-3,21-disulfate""]",[],"[""20-oxopregn-5-ene-3beta,21-diyl bis(hydrogen sulfate)""]","[""CBOVWLYQUCVTFA-WPWXJNKXSA-N""]","[""21-hydroxypregnenolone disulfate"", [""Pregnenolone-3,21-disulfate"", ""20-oxopregn-5-ene-3beta,21-diyl bis(hydrogen sulfate)"", ""(3beta)-20-oxopregn-5-ene-3,21-diyl bis(hydrogen sulfate)""]]",[],[]
"""3-(3-hydroxyphenyl)propionate""","""3-(3-hydroxyphenyl)propionate""","""Metabolon HD4 [nt-ms]""","""35635 LC/MS Neg""","""urine""",true,"[""3-(3-hydroxyphenyl)propionate""]","[""35635_lcmsneg""]","[""CHEBI:1427""]",[],"[""HMDB0000375""]",[],"[""91""]","[""3-(3-hydroxyphenyl)propanoic acid""]",[],"[""3-(3-Hydroxyphenyl)propanoic acid""]",[],"[""3-(3-hydroxyphenyl)propanoic acid""]","[""QVWAEZJXDYOKEH-UHFFFAOYSA-N""]","[""3-(3-hydroxyphenyl)propanoic acid"", [""3-(3-Hydroxy-phenyl)-propanoic acid"", ""Dihydro-3-coumaric acid"", ""3-(3-hydroxyphenyl)propanoic acid"", ""3-(3-hydroxyphenyl)propionic acid"", ""3-(m-hydroxyphenyl)propionic acid"", ""beta-(m-hydroxyphenyl)propionic acid""]]",[],[]
"""3-(3-hydroxyphenyl)propionate sulfate""","""3-(3-hydroxyphenyl)propionate sulfate""","""Metabolon HD4 [nt-ms]""","""45415 LC/MS Neg""","""urine""",true,"[""3-[3-(sulfooxy)phenyl]propanoic acid""]","[""45415_lcmsneg""]","[""CHEBI:64414""]",[],"[""HMDB0094710""]",[],"[""187488""]","[""3-(3-sulfooxyphenyl)propanoic acid""]",[],"[""3-[3-(Sulfooxy)phenyl]propanoic acid""]",[],"[""3-[3-(sulfooxy)phenyl]propanoic acid""]","[""IQWLPDPKVFZEOK-UHFFFAOYSA-N""]","[""3-(3-sulfooxyphenyl)propanoic acid"", [""3-[3-(sulfooxy)phenyl]propanoic acid"", ""3-(m-sulfooxyphenyl)propanoic acid"", ""3-(3-hydroxyphenyl)propanoic acid sulfate"", ""mhppa sulfate""]]",[],[]
"""3-(4-hydroxyphenyl)lactate""","""3-(4-hydroxyphenyl)lactate""","""Metabolon HD4 [nt-ms]""","""32197 LC/MS Neg""","""urine""",true,"[""3-(4-hydroxyphenyl)lactate"", ""3-(4-hydroxyphenyl)lactate (HPLA)""]","[""32197_lcmsneg"", ""32197_lcmspolar""]","[""CHEBI:17385""]",[],"[""HMDB0000755""]",[],"[""9378""]","[""3-(4-hydroxyphenyl)lactic acid""]",[],"[""Hydroxyphenyllactic acid""]",[],"[""2-hydroxy-3-(4-hydroxyphenyl)propanoic acid""]","[""JVGVDSSUAVXRDY-UHFFFAOYSA-N""]","[""3-(4-hydroxyphenyl)lactic acid"", [""2-hydroxy-3-(4-hydroxyphenyl)propanoic acid"", ""4-Hydroxyphenyllactic acid"", ""p-Hydroxyphenyl lactic acid"", ""2-Hydroxy-3-(p-hydroxyphenyl)propionic acid"", ""beta-(4-Hydroxyphenyl)lactic acid"", ""beta-(p-Hydroxyphenyl)lactic acid"", ""DL-p-Hydroxyphenyllactic acid"", ""2-Hydroxy-3-(4-hydroxyphenyl)propanoate""]]",[],[]
"""3-(cystein-S-yl)acetaminophen*""","""3-(cystein-S-yl)acetaminophen*""","""Metabolon HD4 [nt-ms]""","""34365 LC/MS Pos Early""","""urine""",true,"[""3-(cystein-S-yl)acetaminophen*""]","[""34365_lcmspos"", ""34365_lcmsposearly""]","[""CHEBI:133066"", ""CHEBI:180558""]",[],"[""HMDB0242116"", ""HMDB0240217""]",[],"[""5233914"", ""171264""]","[""S-(5-acetamido-2-hydroxyphenyl)cysteine"", ""3-Cysteinylacetaminophen""]",[],"[""S-(5-Acetamido-2-hydroxyphenyl)cysteine"", ""3-(Cystein-S-yl)acetaminophen""]",[],"[""S-(5-acetamido-2-hydroxyphenyl)cysteine"", ""(2R)-3-(5-acetamido-2-hydroxyphenyl)sulanyl-2-aminopropanoic acid""]","[""LLHICPSCVFRWDT-UHFFFAOYSA-N"", ""LLHICPSCVFRWDT-QMMMGPOBSA-N""]","[""S-(5-acetamido-2-hydroxyphenyl)cysteine"", ""3-Cysteinylacetaminophen"", [""3-(cystein-S-yl)acetaminophen"", ""paracetamol cysteine conjugate"", ""S-(5-acetamido-2-hydroxyphenyl)cysteine"", ""S-(5-acetamido-2-hydroxyphenyl)cysteine"", ""cysteine S-acetaminophen conjugate"", ""cysteine S-paracetamol conjugate"", ""3-(cystein-S-yl)paracetamol"", ""acetaminophen cysteine conjugate""], [""(2R)-3-(5-acetamido-2-hydroxyphenyl)sulanyl-2-aminopropanoic acid""]]",[],[]
"""3-(N-acetyl-L-cystein-S-yl) acetaminophen""","""3-(N-acetyl-L-cystein-S-yl) acetaminophen""","""Metabolon HD4 [nt-ms]""","""45721 LC/MS Neg""","""urine""",true,"[""3-(N-acetyl-L-cystein-S-yl) acetaminophen""]","[""45721_lcmsneg"", ""45721_lcmspos""]","[""CHEBI:133435""]",[],"[""HMDB0242140""]",[],"[""83967""]","[""S-(5-acetamido-2-hydroxyphenyl)-N-acetyl-L-cysteine""]",[],"[""Acetaminophen mercapturate""]",[],"[""S-(5-acetamido-2-hydroxyphenyl)-N-acetyl-L-cysteine""]","[""DVPRQNKJGQEICH-JTQLQIEISA-N""]","[""S-(5-acetamido-2-hydroxyphenyl)-N-acetyl-L-cysteine"", [""acetaminophen N-acetyl-L-cysteine conjugate"", ""paracetamol N-acetyl-L-cysteine conjugate"", ""N-acetyl-L-cysteine S-acetaminophen conjugate"", ""3-(N-acetyl-L-cystein-S-yl)acetaminophen"", ""N-acetyl-L-cysteine S-paracetamol conjugate"", ""Acetaminophen mercapturate"", ""N-Acetyl-S-(5-(acetylamino)-2-hydroxyphenyl)-L-cysteine"", ""acetaminophen mercapturic acid"", ""S-(5-acetamido-2-hydroxyphenyl)-N-acetyl-L-cysteine""]]",[],[]
"""3-aminoisobutyrate""","""3-aminoisobutyrate""","""Metabolon HD4 [nt-ms]""","""1566 LC/MS Pos Early""","""urine""",true,"[""3-aminoisobutyrate""]","[""1566_gcms"", ""1566_lcmsposearly""]","[""CHEBI:27389""]",[],"[""HMDB0003911""]","[""LMFA01100054""]","[""64956""]","[""3-aminoisobutyric acid""]",[],"[""3-Aminoisobutanoic acid""]","[""3-amino-isobutanoic acid""]","[""3-amino-2-methylpropanoic acid""]","[""QCHPKSFMDHPSNR-UHFFFAOYSA-N""]","[""3-aminoisobutyric acid"", [""3-amino-2-methylpropanoic acid"", ""3-aminoisobutyric acid"", ""2-(aminomethyl)propionic acid"", ""beta-aminoisobutyric acid"", ""BAIB"", ""bAib"", ""3-Aminoisobutanoic acid"", ""2-Methyl-beta-alanine"", ""alpha-Methyl-beta-alanine"", ""DL-beta-aminoisobutyric acid"", ""3-Amino-2-methylpropanoate"", ""3-Aminoisobutanoate""]]",[],"[""3-amino-isobutanoic acid""]"
"""3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)""","""3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)""","""Metabolon HD4 [nt-ms]""","""31787 LC/MS Neg""","""urine""",true,"[""3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)""]","[""31787_lcmsneg"", ""31787_lcmspos""]","[""CHEBI:41254""]",[],"[""HMDB0061112""]","[""LMFA01150004""]","[""123979""]","[""2-(2-carboxyethyl)-4-methyl-5-propylfuran-3-carboxylic acid""]",[],"[""3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid""]","[""3-carboxy-4-methyl-5-propyl-2-furanpropanoic acid""]","[""2-(2-carboxyethyl)-4-methyl-5-propylfuran-3-carboxylic acid""]","[""WMCQWXZMVIETAO-UHFFFAOYSA-N""]","[""2-(2-carboxyethyl)-4-methyl-5-propylfuran-3-carboxylic acid"", [""2-(2-carboxyethyl)-4-methyl-5-propylfuran-3-carboxylic acid"", ""CMPF"", ""3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid""]]",[],"[""3-carboxy-4-methyl-5-propyl-2-furanpropanoic acid""]"
"""3-ethylphenylsulfate""","""3-ethylphenylsulfate""","""Metabolon HD4 [nt-ms]""","""36848 LC/MS Neg""","""urine""",true,"[""3-ethylphenylsulfate""]","[""36848_lcmsneg""]","[""CHEBI:82935""]",[],"[""HMDB0062721""]",[],"[""86290012""]","[""3-ethylphenyl sulfate""]",[],"[""3-ethylphenyl Sulfate""]",[],"[""3-ethylphenyl hydrogen sulfate""]","[""DMIBREBMNWKSQY-UHFFFAOYSA-N""]","[""3-ethylphenyl sulfate"", [""3-ethylphenyl hydrogen sulfate"", ""3-ethylphenol sulfate""]]",[],[]
"""3-fucosyllactose""","""3-fucosyllactose""","""Metabolon HD4 [nt-ms]""","""48147 LC/MS Polar""","""urine""",true,"[""3-fucosyllactose""]","[""48147_lcmspolar""]","[""CHEBI:90065""]",[],[],[],[],"[""3-fucosyllactose""]",[],[],[],"[""Fuc(a1-3)[Gal(b1-4)]Glc""]","[""WJPIUUDKRHCAEL-YVEAQFMBSA-N""]","[""3-fucosyllactose"", [""(2S,3S,4R,5S,6S)-2-{[(2R,3S,4S,5R,6S)-3,5-dihydroxy-2-(hydroxymethyl)-6-{[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy}oxan-4-yl]oxy}-6-methyloxane-3,4,5-triol"", ""O-6-deoxy-alpha-L-galactopyranosyl-(1->3)-O-[beta-D-galactopyranosyl-(1->4)]- D-glucose"", ""3-O-fucosyllactose"", ""6-deoxy-alpha-L-galactopyranosyl-(1->3)-[beta-D-galactopyranosyl-(1->4)]-D-glucopyranose"", ""3-FL"", ""beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-D-glucose"", ""Fuc(a1-3)[Gal(b1-4)]Glc"", ""6-deoxy-alpha-L-galacto-hexopyranosyl-(1->3)-[beta-D-galacto-hexopyranosyl-(1->4)]-D-gluco-hexopyranose"", ""WURCS=2.0/3,3,2/[a2122h-1x_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3/a4-b1_b3-c1""]]",[],[]
"""3-hydroxy-2-ethylpropionate""","""3-hydroxy-2-ethylpropionate""","""Metabolon HD4 [nt-ms]""","""32397 LC/MS Polar""","""urine""",true,"[""3-hydroxy-2-ethylpropionate""]","[""32397_gcms"", ""32397_lcmsneg"", ""32397_lcmspolar""]","[""CHEBI:82956""]",[],"[""HMDB0000396""]","[""LMFA01050388""]","[""188979""]","[""2-ethylhydracrylic acid""]",[],"[""2-Ethylhydracrylic acid""]","[""2-ethyl-hydracrylic acid""]","[""2-(hydroxymethyl)butanoic acid""]","[""ZMZQVAUJTDKQGE-UHFFFAOYSA-N""]","[""2-ethylhydracrylic acid"", [""2-(hydroxymethyl)butanoic acid"", ""2-Ethylhydracrylic acid"", ""3-Hydroxy-2-ethylpropanoic acid"", ""beta-Hydroxy-alpha-ethylpropionic acid"", ""2-(Hydroxymethyl)-Butyric acid""]]",[],"[""2-ethyl-hydracrylic acid""]"
"""3-hydroxy-3-methylglutarate""","""3-hydroxy-3-methylglutarate""","""Metabolon HD4 [nt-ms]""","""531 LC/MS Polar""","""urine""",true,"[""3-hydroxy-3-methylglutarate""]","[""531_lcmspolar""]","[""CHEBI:16831""]",[],"[""HMDB0000355""]",[],"[""1662""]","[""3-hydroxy-3-methylglutaric acid""]",[],"[""3-Hydroxymethylglutaric acid""]",[],"[""3-hydroxy-3-methylpentanedioic acid""]","[""NPOAOTPXWNWTSH-UHFFFAOYSA-N""]","[""3-hydroxy-3-methylglutaric acid"", [""(S)-3-Hydroxy-3-methylglutaric acid"", ""(S)-Meglutol"", ""beta-Hydroxy-beta-methylglutaric acid"", ""Dicrotalic acid"", ""3-Hydroxy-3-methylpentanedioic acid"", ""3-HYDROXY-3-METHYL-GLUTARIC ACID"", ""3-hydroxy-3-methylpentanedioic acid"", ""meglutol"", ""beta-hydroxy-beta-methylglutaric acid"", ""meglutol"", ""meglutol"", ""meglutolum""]]",[],[]
"""3-hydroxyanthranilate""","""3-hydroxyanthranilate""","""Metabolon HD4 [nt-ms]""","""32353 LC/MS Pos Early""","""urine""",true,"[""3-hydroxyanthranilate""]","[""32353_unknown"", ""32353_lcmsposearly""]","[""CHEBI:15793""]",[],"[""HMDB0001476""]",[],"[""86""]","[""3-hydroxyanthranilic acid""]",[],"[""3-Hydroxyanthranilic acid""]",[],"[""2-amino-3-hydroxybenzoic acid""]","[""WJXSWCUQABXPFS-UHFFFAOYSA-N""]","[""3-hydroxyanthranilic acid"", [""3-Hydroxyanthranilic acid"", ""2-amino-3-hydroxybenzoic acid"", ""2-Amino-3-hydroxy-benzoic acid"", ""2-Amino-3-hydroxybenzoic acid"", ""3-Oxyanthranilic acid"", ""3-Ohaa""]]",[],[]
"""3-hydroxybutyrate (BHBA)""","""3-hydroxybutyrate (BHBA)""","""Metabolon HD4 [nt-ms]""","""542 LC/MS Polar""","""urine""",true,"[""3-hydroxybutyrate (BHBA)""]","[""542_gcms"", ""542_lcmspolar"", ""542_lcmspos""]","[""CHEBI:20067""]",[],"[""HMDB0000011""]",[],[],"[""3-hydroxybutyric acid""]",[],"[""3-Hydroxybutyric acid""]",[],"[""3-hydroxybutanoic acid""]","[""WHBMMWSBFZVSSR-UHFFFAOYSA-N""]","[""3-hydroxybutyric acid"", [""3-hydroxybutanoic acid"", ""beta-hydroxybutyric acid"", ""beta-hydroxy-n-butyric acid"", ""beta-Hydroxybuttersaeure"", ""DL-beta-Hydroxybutyric acid"", ""3-Hydroxybuttersaeure"", ""(1)-3-Hydroxybutyric acid"", ""3 HBA"", ""BHBA"", ""beta-Hydroxy-n-butyric acid"", ""beta-hydroxybutanoic acid"", ""3-OH-butyric acid""]]",[],[]
"""3-hydroxybutyrylcarnitine (1)""","""3-hydroxybutyrylcarnitine (1)""","""Metabolon HD4 [nt-ms]""","""43264 LC/MS Pos Early""","""urine""",true,"[""(R)-3-hydroxybutyrylcarnitine"", ""3-hydroxybutyrylcarnitine (1)""]","[""43264_lcmsposearly"", ""43264_lcmspos""]","[""CHEBI:84842""]",[],"[""HMDB0062735""]",[],"[""90659885""]","[""(R)-3-hydroxybutyrylcarnitine""]",[],"[""(R)-3-hydroxybutyrylcarnitine""]",[],"[""(3R)-3-[(3-hydroxybutanoyl)oxy]-4-(trimethylazaniumyl)butanoate""]","[""UEFRDQSMQXDWTO-YGPZHTELSA-N""]","[""(R)-3-hydroxybutyrylcarnitine"", [""O-3-hydroxybutanoyl-(R)-carnitine"", ""3-hydroxybutyryl-L-carnitine"", ""3-hydroxybutyrylcarnitine"", ""Hydroxybutyrylcarnitine"", ""(3R)-3-[(3-hydroxybutanoyl)oxy]-4-(trimethylazaniumyl)butanoate""]]",[],[]
"""3-hydroxybutyrylcarnitine (2)""","""3-hydroxybutyrylcarnitine (2)""","""Metabolon HD4 [nt-ms]""","""52984 LC/MS Pos Early""","""urine""",true,"[""(S)-3-hydroxybutyrylcarnitine""]","[""52984_lcmsposearly""]","[""CHEBI:72995""]","[""SLM:000390091""]","[""HMDB0062735""]",[],"[""90659885""]","[""3-hydroxybutyrylcarnitine""]","[""O-3-hydroxybutanoyl-(R)-carnitine""]","[""(R)-3-hydroxybutyrylcarnitine""]",[],"[""3-[(3-hydroxybutanoyl)oxy]-4-(trimethylazaniumyl)butanoate""]","[""UEFRDQSMQXDWTO-UHFFFAOYSA-N""]","[""3-hydroxybutyrylcarnitine"", [""beta-hydroxybutyrylcarnitine"", ""3-[(3-hydroxybutanoyl)oxy]-4-(trimethylazaniumyl)butanoate"", ""3-[(3-hydroxybutanoyl)oxy]-4-(trimethylammonio)butanoate""]]","[""O-3-hydroxybutanoyl-(R)-carnitine""]",[]
"""3-hydroxycinnamate (m-coumarate)""","""3-hydroxycinnamate (m-coumarate)""","""Metabolon HD4 [nt-ms]""","""20698 LC/MS Neg""","""urine""",true,"[""3-hydroxycinnamate"", ""3-hydroxycinnamate (m-coumarate)""]","[""20698_unknown"", ""20698_lcmsneg""]","[""CHEBI:32357""]",[],"[""HMDB0001713""]",[],"[""637541""]","[""trans-3-coumaric acid""]",[],"[""m-Coumaric acid""]",[],"[""(2E)-3-(3-hydroxyphenyl)prop-2-enoic acid""]","[""KKSDGJDHHZEWEP-SNAWJCMRSA-N""]","[""trans-3-coumaric acid"", [""3-Coumaric acid"", ""(2E)-3-(3-hydroxyphenyl)prop-2-enoic acid"", ""(2E)-3-(3-hydroxyphenyl)-2-propenoic acid"", ""(E)-3-(3-hydroxyphenyl)-2-propenoic acid"", ""(2E)-3-(3-hydroxyphenyl)acrylic acid"", ""m-Hydroxycinnamic acid"", ""trans-3-Hydroxycinnamic acid"", ""m-Coumaric acid"", ""trans-3-Hydroxycinnamate""]]",[],[]
"""3-hydroxycinnamate sulfate""","""3-hydroxycinnamate sulfate""","""Metabolon HD4 [nt-ms]""","""48409 LC/MS Neg""","""urine""",true,"[""3-hydroxycinnamate sulfate""]","[""48409_unknown"", ""48409_lcmsneg""]","[""CHEBI:166654""]",[],"[""HMDB0124975""]",[],"[""6443141""]","[""3-Hydroxycinnamate sulfate""]",[],"[""(2E)-3-[3-(sulfooxy)phenyl]prop-2-enoic acid""]",[],"[""(E)-3-(3-sulooxyphenyl)prop-2-enoic acid""]","[""YPXHXDXMTWPQTO-SNAWJCMRSA-N""]","[""3-Hydroxycinnamate sulfate"", [""(E)-3-(3-sulooxyphenyl)prop-2-enoic acid""]]",[],[]
"""3-hydroxycotinine glucuronide""","""3-hydroxycotinine glucuronide""","""Metabolon HD4 [nt-ms]""","""43470 LC/MS Neg""","""urine""",true,"[""3-hydroxycotinine glucuronide""]","[""43470_lcmsneg""]","[""CHEBI:133206""]",[],[],[],[],"[""trans-3-hydroxycotinine beta-D-glucuronide""]",[],[],[],"[""(3R,5S)-1-methyl-2-oxo-5-(pyridin-3-yl)pyrrolidin-3-yl beta-D-glucopyranosiduronic acid""]","[""WALNNKZUGHYSCT-MGKNELHOSA-N""]","[""trans-3-hydroxycotinine beta-D-glucuronide"", [""3-hydroxycotinine glucuronide"", ""3'-Hydroxycotnine-glucuronide"", ""trans-3-Hydroxycotinine glucuronide"", ""3HC-Gluc"", ""trans-3'-Hydroxycotinine-O-glucuronide"", ""(3R,5S)-1-methyl-2-oxo-5-(pyridin-3-yl)pyrrolidin-3-yl beta-D-glucopyranosiduronic acid""]]",[],[]
